2018;9;15;1;0;20.68;57.00;1015.00;0.00;0.00;0.00;0.00;3.00;10.00;0.00;0.00;0.00;0.00;11.93;354.81;21.84;351.47;25.32;330.15;14.40;0;0.0;
2018;9;15;2;0;18.84;68.00;1015.40;0.00;0.00;0.00;0.00;1.50;5.00;0.00;0.00;0.00;0.00;12.14;348.02;20.62;347.91;22.66;315.64;18.00;0;0.0;
2018;9;15;3;0;18.54;68.00;1015.90;0.00;0.00;0.00;0.00;0.60;2.00;0.00;0.00;0.00;0.00;14.58;339.78;25.52;343.61;23.69;316.85;19.44;0;0.0;
2018;9;15;4;0;18.13;68.00;1015.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.23;333.97;28.75;337.93;24.99;318.50;21.60;0;0.0;
2018;9;15;5;0;17.91;67.00;1015.90;0.00;0.00;0.00;0.00;9.60;32.00;4.00;0.00;0.00;0.00;18.51;333.43;32.11;340.35;26.07;324.55;25.56;0;0.0;
2018;9;15;6;0;17.62;68.00;1016.00;0.00;0.00;0.00;0.00;13.00;41.00;13.00;0.00;0.00;0.00;19.02;330.52;33.63;338.65;22.48;328.09;25.92;0;0.0;
2018;9;15;7;0;17.71;67.00;1015.60;0.00;0.00;0.00;0.00;1.20;4.00;0.00;0.00;46.75;0.00;19.27;327.20;34.70;337.43;17.11;337.75;28.08;0;1.13;
2018;9;15;8;0;19.65;59.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;34.71;18.58;328.47;30.55;338.57;15.48;342.41;24.48;0.561;487.11;
2018;9;15;9;0;23.36;47.00;1016.10;0.00;0.00;0.00;0.00;42.00;2.00;42.00;0.00;33.19;210.93;16.18;327.72;20.01;329.74;13.63;347.80;21.96;42.306;717.34;
2018;9;15;10;0;26.59;39.00;1016.30;0.00;0.00;0.00;0.00;37.00;11.00;37.00;0.00;36.38;392.49;11.98;327.26;13.22;330.64;10.50;354.09;20.16;96.987;817.44;
2018;9;15;11;0;29.28;32.00;1016.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;545.57;3.42;341.57;2.16;360.00;8.65;343.07;9.72;117.992;867.54;
2018;9;15;12;0;30.79;29.00;1015.80;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;639.02;4.33;131.63;5.86;137.49;0.00;180.00;3.96;121.194;892.16;
2018;9;15;13;0;31.69;27.00;1015.10;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;704.88;6.92;128.66;7.70;127.41;3.40;122.01;7.92;120.325;900.12;
2018;9;15;14;0;32.21;26.00;1014.50;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;733.36;6.61;119.36;5.96;115.02;4.02;116.57;10.80;122.24;893.85;
2018;9;15;15;0;32.96;24.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;731.58;4.10;164.74;3.55;156.04;1.30;213.69;10.08;122.29;871.45;
2018;9;15;16;0;33.17;24.00;1014.30;0.00;0.00;0.00;0.00;2.00;0.00;0.00;2.00;58.72;663.94;3.67;168.69;2.60;146.31;2.31;218.66;7.92;114.753;825.07;
2018;9;15;17;0;33.07;24.00;1014.10;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;533.11;2.97;255.96;2.62;285.95;4.74;278.75;8.28;98.815;732.96;
2018;9;15;18;0;32.22;25.00;1013.90;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;245.64;7.99;277.77;9.79;287.10;11.18;284.93;12.96;60.417;525.82;
2018;9;15;19;0;30.64;29.00;1014.60;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;158.42;15.19;283.71;20.55;281.11;16.31;292.04;20.16;11.378;22.89;
2018;9;15;20;0;26.86;37.00;1014.70;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;44.18;28.48;11.28;286.70;20.29;295.20;18.17;326.31;15.12;1.721;0.0;
2018;9;15;21;0;27.56;37.00;1015.10;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;9.50;307.30;19.17;304.29;16.92;330.71;14.40;0;0.0;
2018;9;15;22;0;26.27;41.00;1015.80;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;7.99;305.84;19.23;308.16;16.28;341.97;12.24;0;0.0;
2018;9;15;23;0;25.52;43.00;1016.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.29;325.62;18.22;322.22;23.03;335.04;18.72;0;0.0;
2018;9;16;0;0;23.70;47.00;1016.90;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;10.25;341.57;20.27;340.28;17.30;347.99;24.12;0;0.0;
2018;9;16;1;0;22.36;50.00;1017.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.62;334.03;29.28;339.11;14.04;22.62;17.64;0;0.0;
2018;9;16;2;0;22.06;49.00;1017.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.16;331.99;33.67;335.35;11.77;23.43;28.08;0;0.0;
2018;9;16;3;0;22.05;48.00;1017.90;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;23.67;333.82;36.37;338.51;14.57;39.99;36.36;0;0.0;
2018;9;16;4;0;21.10;52.00;1017.90;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;23.28;328.28;35.14;330.55;17.03;13.45;37.80;0;0.0;
2018;9;16;5;0;21.24;53.00;1018.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;24.08;328.45;34.03;330.18;24.50;2.53;38.88;0;0.0;
2018;9;16;6;0;20.20;58.00;1018.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.89;329.18;35.69;329.04;25.94;357.61;29.52;0;0.0;
2018;9;16;7;0;18.55;65.00;1018.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;46.42;0.00;23.40;329.49;35.19;329.24;27.06;356.19;38.52;0;0.52;
2018;9;16;8;0;19.88;61.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;32.04;23.09;329.04;34.03;330.18;28.23;354.14;37.44;0.484;483.14;
2018;9;16;9;0;23.84;49.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;200.25;24.97;331.59;28.82;332.47;24.86;357.51;30.60;36.129;716.56;
2018;9;16;10;0;26.36;42.00;1019.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;380.92;22.55;335.48;24.54;337.57;18.39;3.37;25.56;82.166;817.58;
2018;9;16;11;0;28.67;36.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;539.34;18.10;342.65;19.04;344.65;12.07;10.30;17.64;116.848;868.0;
2018;9;16;12;0;30.56;31.00;1018.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;662.16;11.44;347.28;11.66;351.12;13.68;358.49;11.52;122.913;892.72;
2018;9;16;13;0;31.71;28.00;1018.10;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;730.69;7.70;349.22;7.28;351.47;10.18;351.87;11.52;126.742;900.66;
2018;9;16;14;0;32.60;26.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;722.68;5.59;345.07;4.80;347.01;8.47;347.74;10.80;124.558;894.25;
2018;9;16;15;0;33.33;23.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;739.59;4.32;360.00;3.96;360.00;6.48;360.00;10.80;121.402;871.54;
2018;9;16;16;0;33.55;22.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;660.38;1.80;360.00;1.48;14.04;4.33;355.24;9.36;117.571;824.49;
2018;9;16;17;0;33.38;22.00;1016.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;535.78;1.14;18.43;0.51;45.00;2.55;351.87;8.64;111.063;730.76;
2018;9;16;18;0;32.86;22.00;1016.60;0.00;0.00;0.00;0.00;2.00;0.00;0.00;2.00;58.72;380.03;1.80;90.00;2.10;120.96;1.14;18.43;7.92;92.495;518.55;
2018;9;16;19;0;31.47;26.00;1016.70;0.00;0.00;0.00;0.00;3.00;0.00;0.00;3.00;58.09;204.70;4.68;112.62;7.49;125.22;3.42;108.43;8.64;48.336;14.51;
2018;9;16;20;0;27.69;32.00;1017.20;0.00;0.00;0.00;0.00;36.00;0.00;0.00;36.00;26.54;32.93;13.36;94.64;23.86;95.19;16.87;123.69;15.48;1.813;0.0;
2018;9;16;21;0;25.57;35.00;1018.10;0.00;0.00;0.00;0.00;39.00;0.00;0.00;39.00;0.00;0.00;11.11;114.90;20.14;118.86;17.88;115.02;15.84;0;0.0;
2018;9;16;22;0;25.61;37.00;1019.30;0.00;0.00;0.00;0.00;18.00;0.00;0.00;18.00;0.00;0.00;5.04;180.00;10.74;166.43;14.66;114.68;10.80;0;0.0;
2018;9;16;23;0;25.53;39.00;1019.80;0.00;0.00;0.00;0.00;53.00;0.00;0.00;53.00;0.00;0.00;5.94;284.04;6.73;254.48;10.23;129.29;7.56;0;0.0;
2018;9;17;0;0;24.79;39.00;1020.20;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.18;326.82;15.55;312.18;6.30;120.96;9.72;0;0.0;
2018;9;17;1;0;23.29;41.00;1020.30;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;17.73;336.04;29.22;337.54;0.80;153.43;16.20;0;0.0;
2018;9;17;2;0;19.59;49.00;1020.80;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;20.61;332.99;35.11;331.86;5.96;334.98;34.92;0;0.0;
2018;9;17;3;0;19.28;47.00;1021.10;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;22.91;329.81;38.67;335.82;9.03;336.50;24.12;0;0.0;
2018;9;17;4;0;19.50;47.00;1021.20;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;23.19;332.24;35.23;338.42;6.85;3.01;29.52;0;0.0;
2018;9;17;5;0;19.29;48.00;1021.20;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;24.01;336.12;36.66;342.28;12.61;358.36;30.60;0;0.0;
2018;9;17;6;0;17.81;53.00;1021.10;0.00;0.00;0.00;0.00;3.00;0.00;0.00;3.00;0.00;0.00;24.32;334.57;38.31;338.50;14.87;353.05;36.36;0;0.0;
2018;9;17;7;0;16.55;57.00;1021.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;45.49;0.00;24.32;334.57;40.80;344.12;13.80;7.50;37.80;0;0.2;
2018;9;17;8;0;17.97;52.00;1021.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;32.04;22.22;333.02;35.86;342.47;9.66;63.43;29.52;0.469;479.05;
2018;9;17;9;0;21.79;41.00;1021.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;201.14;21.49;328.71;25.99;329.17;7.73;117.76;20.52;34.901;715.74;
2018;9;17;10;0;25.26;34.00;1022.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;384.48;15.00;329.74;16.58;332.88;4.33;131.63;16.92;98.449;817.69;
2018;9;17;11;0;27.51;31.00;1021.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;543.79;3.40;302.01;1.80;270.00;2.74;23.20;10.44;122.105;868.45;
2018;9;17;12;0;28.99;29.00;1021.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;666.61;4.69;147.53;5.50;148.39;4.55;108.43;5.40;123.54;893.28;
2018;9;17;13;0;30.13;28.00;1021.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;741.37;10.23;129.29;9.45;130.36;10.19;122.01;10.44;123.508;901.19;
2018;9;17;14;0;31.02;27.00;1019.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;767.18;12.10;120.38;11.61;119.74;11.92;118.89;14.76;124.316;894.64;
2018;9;17;15;0;30.92;33.00;1019.70;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;698.65;16.68;122.66;16.98;122.01;16.87;123.69;17.64;124.105;871.61;
2018;9;17;16;0;30.59;34.00;1019.40;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;620.33;19.64;116.10;20.29;115.20;19.64;116.10;20.88;120.922;823.88;
2018;9;17;17;0;30.07;33.00;1019.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;502.85;19.48;117.51;20.61;117.01;19.97;117.95;20.88;115.346;728.48;
2018;9;17;18;0;29.12;35.00;1019.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;370.24;19.34;118.95;20.95;118.77;20.46;118.37;20.88;96.839;511.01;
2018;9;17;19;0;27.51;37.00;1019.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;190.46;18.92;111.19;23.01;110.14;22.86;116.16;22.68;50.993;8.15;
2018;9;17;20;0;23.95;45.00;1019.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;41.36;26.70;11.61;97.13;23.58;102.34;22.86;123.44;20.88;1.788;0.0;
2018;9;17;21;0;22.73;48.00;1019.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.01;87.71;19.24;107.42;20.81;127.27;15.84;0;0.0;
2018;9;17;22;0;22.06;50.00;1020.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.02;79.70;10.88;124.22;18.39;130.24;12.60;0;0.0;
2018;9;17;23;0;21.48;52.00;1020.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.09;8.13;3.26;96.34;16.09;130.46;7.56;0;0.0;
2018;9;18;0;0;20.95;54.00;1021.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.20;360.00;3.40;32.01;13.28;130.60;5.40;0;0.0;
2018;9;18;1;0;20.55;57.00;1020.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.63;340.71;3.26;353.66;10.51;128.05;2.88;0;0.0;
2018;9;18;2;0;20.00;59.00;1020.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.40;329.04;6.62;315.00;11.49;122.20;8.64;0;0.0;
2018;9;18;3;0;19.62;61.00;1021.00;0.00;0.00;0.00;0.00;4.50;15.00;0.00;0.00;0.00;0.00;8.94;319.90;11.71;315.00;13.28;122.83;10.08;0;0.0;
2018;9;18;4;0;18.94;63.00;1020.90;0.00;0.00;0.00;0.00;100.00;28.00;0.00;100.00;0.00;0.00;9.45;319.64;15.02;314.03;14.88;122.15;10.80;0;0.0;
2018;9;18;5;0;20.02;58.00;1021.10;0.00;0.00;0.00;0.00;100.00;31.00;0.00;100.00;0.00;0.00;9.22;321.34;15.28;313.09;16.30;120.53;10.44;0;0.0;
2018;9;18;6;0;18.15;63.00;1021.10;0.00;0.00;0.00;0.00;6.30;21.00;0.00;0.00;0.00;0.00;9.69;318.01;16.64;308.85;15.46;117.76;11.16;0;0.0;
2018;9;18;7;0;17.61;64.00;1021.10;0.00;0.00;0.00;0.00;9.00;30.00;0.00;0.00;40.29;0.00;9.93;313.53;19.30;306.66;11.61;119.74;10.44;0;0.06;
2018;9;18;8;0;19.69;55.00;1021.50;0.00;0.00;0.00;0.00;12.00;40.00;0.00;0.00;52.34;34.71;9.42;313.45;18.50;307.09;8.71;128.29;11.16;0.453;474.85;
2018;9;18;9;0;22.70;48.00;1021.80;0.00;0.00;0.00;0.00;16.50;55.00;0.00;0.00;49.47;207.37;3.88;291.80;8.59;303.02;6.99;124.51;3.96;25.525;714.88;
2018;9;18;10;0;24.11;44.00;1022.40;0.00;0.00;0.00;0.00;14.10;47.00;0.00;0.00;51.00;382.70;6.44;153.43;4.21;160.02;7.75;111.80;6.84;87.829;817.8;
2018;9;18;11;0;25.34;42.00;1022.10;0.00;0.00;0.00;0.00;12.90;43.00;0.00;0.00;51.77;537.56;9.02;151.39;8.23;156.80;7.57;115.35;8.64;92.552;868.89;
2018;9;18;12;0;26.59;40.00;1021.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;654.15;10.32;150.75;9.66;153.43;9.93;133.53;9.72;89.432;893.82;
2018;9;18;13;0;27.81;38.00;1020.60;0.00;0.00;0.00;0.00;13.00;32.00;13.00;0.00;51.70;725.35;10.32;150.75;9.66;153.43;10.20;137.86;9.00;123.973;901.71;
2018;9;18;14;0;28.90;36.00;1019.80;0.00;0.00;0.00;0.00;13.80;46.00;0.00;0.00;51.19;746.71;10.99;148.39;10.19;147.99;10.74;140.44;10.80;130.087;895.02;
2018;9;18;15;0;30.25;35.00;1018.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;728.02;14.76;135.00;14.51;133.99;14.77;133.03;16.56;124.671;871.66;
2018;9;18;16;0;30.41;35.00;1017.70;0.00;0.00;0.00;0.00;10.00;10.00;0.00;10.00;53.62;629.23;16.14;128.66;16.70;127.12;16.83;131.53;17.64;118.98;823.23;
2018;9;18;17;0;30.18;34.00;1017.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;498.40;17.41;119.74;18.19;117.07;17.67;123.37;15.48;103.419;726.12;
2018;9;18;18;0;29.38;34.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;365.79;18.03;116.05;19.16;115.60;17.91;120.17;17.28;97.408;503.18;
2018;9;18;19;0;27.63;38.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;185.12;18.03;116.05;21.42;114.84;20.07;122.55;17.28;51.911;3.84;
2018;9;18;20;0;23.54;50.00;1018.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;39.71;24.03;12.72;115.11;24.97;114.72;18.63;131.08;15.48;1.86;0.0;
2018;9;18;21;0;22.31;56.00;1019.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.40;136.74;16.83;131.53;19.09;134.24;11.52;0;0.0;
2018;9;18;22;0;21.60;60.00;1020.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.35;137.73;10.74;140.44;18.60;137.35;12.60;0;0.0;
2018;9;18;23;0;20.90;62.00;1020.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.38;80.54;7.73;117.76;18.60;132.65;8.28;0;0.0;
2018;9;19;0;0;20.17;63.00;1020.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.10;37.87;4.90;107.10;20.67;125.07;6.12;0;0.0;
2018;9;19;1;0;19.57;65.00;1020.60;0.00;0.00;0.00;0.00;3.00;0.00;0.00;3.00;0.00;0.00;2.90;352.87;1.61;153.43;19.64;131.28;7.56;0;0.0;
2018;9;19;2;0;20.76;60.00;1021.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;4.07;315.00;2.97;284.04;17.65;129.21;8.28;0;0.0;
2018;9;19;3;0;20.46;61.00;1020.70;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;7.42;320.91;8.50;323.62;16.68;122.66;7.56;0;0.0;
2018;9;19;4;0;19.79;65.00;1020.30;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;10.50;329.04;14.78;325.92;16.12;119.43;8.28;0;0.0;
2018;9;19;5;0;17.40;73.00;1020.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.81;330.02;17.85;311.73;15.14;115.35;9.72;0;0.0;
2018;9;19;6;0;16.57;73.00;1020.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.88;325.78;17.71;307.57;14.33;115.28;9.72;0;0.0;
2018;9;19;7;0;16.33;73.00;1020.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;43.62;0.00;10.74;320.44;20.57;302.86;13.22;119.36;9.72;0;0.0;
2018;9;19;8;0;18.54;61.00;1020.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;28.48;10.97;318.99;21.67;302.11;11.30;120.65;9.72;0.245;470.52;
2018;9;19;9;0;21.98;51.00;1020.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;194.91;7.59;301.43;13.22;299.36;8.37;115.46;6.48;30.246;713.99;
2018;9;19;10;0;23.71;46.00;1020.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;376.47;3.67;168.69;2.28;198.43;6.83;108.43;6.48;81.241;817.88;
2018;9;19;11;0;25.08;41.00;1020.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;535.78;8.22;151.19;7.57;154.65;5.12;129.29;14.04;78.747;869.32;
2018;9;19;12;0;26.25;38.00;1020.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;658.60;8.71;150.26;7.73;152.24;8.21;142.13;9.00;115.113;894.36;
2018;9;19;13;0;27.28;36.00;1019.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;733.36;8.50;143.62;7.20;143.13;7.42;129.09;7.56;124.014;902.22;
2018;9;19;14;0;28.31;35.00;1019.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;757.39;8.79;145.01;7.49;144.78;8.65;135.00;7.56;123.091;895.39;
2018;9;19;15;0;29.43;35.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;728.02;11.99;138.65;11.48;138.81;11.72;132.51;10.08;122.66;871.7;
2018;9;19;16;0;29.86;34.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;647.92;12.48;136.17;11.72;132.51;12.22;135.00;11.52;103.728;822.55;
2018;9;19;17;0;29.82;32.00;1017.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;522.43;13.51;131.76;13.32;128.42;12.73;135.00;12.96;109.749;723.67;
2018;9;19;18;0;29.02;33.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;361.34;14.29;130.91;14.84;129.09;13.49;136.08;12.24;95.518;495.05;
2018;9;19;19;0;27.46;36.00;1017.80;0.00;0.00;0.00;0.00;0.30;1.00;0.00;0.00;59.81;180.67;15.28;124.44;17.97;122.74;15.02;135.97;15.48;50.358;1.39;
2018;9;19;20;0;23.06;47.00;1018.10;0.00;0.00;0.00;0.00;0.60;2.00;0.00;0.00;37.82;25.81;12.64;109.98;25.28;109.98;15.46;152.24;23.76;0.864;0.0;
2018;9;19;21;0;21.69;51.00;1018.60;0.00;0.00;0.00;0.00;0.60;2.00;0.00;0.00;0.00;0.00;10.25;108.43;20.95;109.06;16.90;153.43;18.00;0;0.0;
2018;9;19;22;0;20.81;54.00;1019.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.49;123.69;13.85;117.90;19.27;147.20;15.84;0;0.0;
2018;9;19;23;0;20.30;56.00;1020.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.68;112.62;11.59;115.77;14.77;133.03;10.80;0;0.0;
2018;9;20;0;0;19.29;59.00;1020.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.80;90.00;8.15;135.00;14.26;137.05;7.56;0;0.0;
2018;9;20;1;0;19.63;59.00;1020.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.60;326.31;2.52;180.00;16.78;125.39;5.76;0;0.0;
2018;9;20;2;0;19.41;61.00;1020.00;0.00;0.00;0.00;0.00;0.60;2.00;0.00;0.00;0.00;0.00;6.19;324.46;5.09;315.00;17.87;124.33;3.60;0;0.0;
2018;9;20;3;0;18.91;64.00;1019.80;0.00;0.00;0.00;0.00;0.30;1.00;0.00;0.00;0.00;0.00;9.29;324.46;10.88;325.78;15.86;129.47;7.56;0;0.0;
2018;9;20;4;0;16.97;69.00;1019.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.49;327.80;17.07;317.56;12.26;130.24;8.64;0;0.0;
2018;9;20;5;0;16.38;69.00;1019.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.07;333.43;21.38;315.00;6.64;130.60;14.76;0;0.0;
2018;9;20;6;0;15.88;70.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.36;332.74;21.92;312.34;1.61;116.57;14.04;0;0.0;
2018;9;20;7;0;15.62;71.00;1019.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;42.69;0.00;13.22;330.64;21.65;312.98;1.44;360.00;16.92;0;0.0;
2018;9;20;8;0;17.37;63.00;1019.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;26.70;13.09;328.50;22.07;326.31;3.60;360.00;15.48;0.191;466.06;
2018;9;20;9;0;21.19;52.00;1019.30;0.00;0.00;0.00;0.00;0.90;3.00;0.00;0.00;59.43;201.14;9.67;315.00;14.26;317.05;5.05;355.91;16.20;22.063;713.06;
2018;9;20;10;0;23.92;43.00;1019.60;0.00;0.00;0.00;0.00;0.60;2.00;0.00;0.00;59.62;384.48;4.33;274.76;7.77;283.39;5.05;355.91;4.32;71.581;817.95;
2018;9;20;11;0;25.46;35.00;1019.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;537.56;5.04;180.00;4.90;197.10;0.72;270.00;10.08;115.963;869.73;
2018;9;20;12;0;26.60;32.00;1018.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;659.49;7.09;156.04;6.62;157.62;2.55;135.00;10.44;121.504;894.89;
2018;9;20;13;0;27.68;31.00;1018.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;734.25;6.99;145.49;5.50;148.39;5.40;126.87;10.08;123.618;902.73;
2018;9;20;14;0;28.70;29.00;1017.00;0.00;0.00;0.00;0.00;0.30;1.00;0.00;0.00;59.81;754.72;7.49;144.78;6.30;149.04;6.37;132.71;10.80;124.048;895.74;
2018;9;20;15;0;29.67;32.00;1016.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;727.13;7.99;144.16;6.79;147.99;6.13;139.76;9.72;122.994;871.72;
2018;9;20;16;0;30.07;32.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;646.14;8.50;143.62;7.70;142.59;7.39;136.97;10.80;120.04;821.84;
2018;9;20;17;0;30.14;31.00;1015.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;518.87;9.16;135.00;8.16;131.42;8.44;129.81;11.88;112.057;721.14;
2018;9;20;18;0;29.69;31.00;1015.40;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;59.36;357.78;9.42;136.55;8.91;133.36;9.18;131.82;13.32;86.653;486.62;
2018;9;20;19;0;28.18;33.00;1015.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;184.23;9.50;142.70;12.03;141.07;10.74;140.44;14.40;37.911;0.32;
